gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,artfs,at,bkvlps,che,cogs,cshfd,csho,dlc,dltt,dt,dvc,ebit,ebitda,emp,epsfx,fincf,invt,ivncf,lct,lt,ni,oancf,pstk,revt,sale,seq,wcap,xint,xopr,costat,prcc_f,naics
17419,20141231,2014,INDL,C,D,STD,USD,,2466.628,7.7403,218.465,2041.622,49.765,70.572,43.891,760.52,804.411,10.958,-10.874,60.573,2.128,-5.55,1306.332,10.242,-1041.282,,1631.339,-128.565,-135.674,257.988,2102.195,2102.195,801.248,,49.154,2041.622,A,12.24,523930
17420,20141231,2014,INDL,C,D,STD,USD,,13455,5.3071,1224,7231,1216.594,1218,291,2835,2850,854,2191,2459,44.056,1.28,-1835,2347,-1350,3416,6969,1555,2094,0,12051,12051,6464,3734,123,9592,A,25.664,333912
17422,20141231,2014,INDL,C,D,STD,USD,,249.03,1.888,12.752,149.853,79.055,79.055,49.223,38.625,57.494,0.791,70.375,76.393,1.722,1.08,6.724,12.123,-35.862,61.146,99.771,85.761,33.928,0,233.427,233.427,149.259,44.768,5.653,157.034,A,2.78,311710
17423,20141231,2014,INDL,C,D,STD,USD,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,A,49.655,525910
17435,20141231,2014,INDL,C,D,STD,CAD,,,,,,,0.236,,,,,,,,,,,,,,,,,,,,,,,I,8.61,525910
17436,20141231,2014,INDL,C,D,STD,USD,,86351.526,36.3816,2101.944,63883.599,918.479,918.479,4312.796,14412.291,18725.087,3001.048,7701.076,11835.988,112.644,6.78,-2998.628,13632.986,-5440.61,19232.119,52232.756,6238.066,8419.876,0,90742.979,90742.979,33415.701,13948.823,860.381,78906.991,A,84.559,325
17437,20141231,2014,INDL,C,D,STD,USD,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,A,23.2515,525910
17438,20141231,2014,INDL,C,D,STD,USD,,2288.653,15.0316,51.73,9.66,11.355,11.65,221.771,43.821,,10.657,36.793,39.693,0.348,1.18,150.894,0,-170.548,,2113.535,13.763,25.811,0,83.076,83.076,175.118,,,43.383,A,26.75,522110
17438,20141231,2014,FS,C,D,STD,USD,,2288.653,,,,,,221.771,43.821,,10.657,,,0.348,,,,,,2113.535,,,0,83.076,,175.118,,7.46,,A,26.75,522110
17439,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,A,40.02,525910
17446,20140731,2014,INDL,C,D,STD,USD,,0.077,0.0003,0.076,0,52.474,52.829,0.024,0,0,0,-0.356,-0.356,0.001,-0.01,0.226,0,0,0.06,0.06,-0.355,-0.152,0,0,0,0.017,0.017,0,0.356,I,0.15,511210
17449,20141231,2014,INDL,C,D,STD,CAD,,908.709,4.8816,1.049,75.653,124.296,126.934,0,46.929,46.929,0,20.478,106.597,0.06,0.09,189.941,0,-333.298,98.226,289.07,10.628,112.391,0,186.258,186.258,619.639,-57.501,0.82,79.661,A,7,211111
17451,20141231,2014,INDL,C,D,STD,USD,,4132.639,30.3477,324.047,21.346,15.307,17.033,92.933,231.361,,3.741,60.257,66.823,0.511,1.85,317.704,9.216,-127.323,,3591.788,28.978,40.612,23.938,153.756,153.756,540.851,,,86.933,A,39.06,522110
17451,20141231,2014,FS,C,D,STD,USD,,4132.639,,,,,,92.933,231.361,,3.741,,,0.511,,,,,,3591.788,,,23.938,153.756,,540.851,,15.987,,A,39.06,522110
17452,20141231,2014,INDL,C,D,STD,USD,,38417.045,4.7172,3903.783,12517.275,2977.682,3000.395,2821.953,7548.603,9078.169,371.501,3229.757,4091.348,99.927,0.46,-432.006,1621.534,-2379.057,12857.313,23782.095,1354.102,2648.909,0,25586.354,25586.354,14153.33,-3844.488,331.567,21495.006,A,13.178,311
17454,20141231,2014,INDL,C,D,STD,USD,,1070.748,18.7426,30.746,23.879,19.777,22.375,38.718,574.503,613.221,36.637,50.66,84.982,,1.39,64.768,0.915,-121.946,60.031,651.383,27.392,59.339,0,112.784,112.784,419.365,-24.282,14.742,27.802,A,22.24,483
17464,20141231,2014,INDL,C,D,STD,USD,,1681.54,12.9198,53.199,103.068,44.337,53.505,7.929,936.977,944.906,26.03,83.676,,0.9,3.02,98.721,0,-177.372,51.47,990.268,134.025,88.281,0,186.744,186.744,691.272,7.883,37.73,103.068,A,,531110
17485,20141231,2014,INDL,C,D,STD,USD,,3.081,-0.4129,1.536,1.725,8.679,16.233,0,0,0,0,-10.869,-10.32,0.019,-1.85,8.2,0.234,-0.429,1.616,5.619,-12.877,-8.581,2.757,0.051,0.051,-2.538,0.44,0.023,10.371,A,0.174,325413
17487,20140930,2014,INDL,C,D,STD,CAD,,3.769,0.1173,0.018,0,27.865,28.804,0,0,0,0,-0.38,-0.379,,-0.01,0.271,0,-0.139,0.389,0.389,-0.345,-0.233,0,0,0,3.38,-0.358,0,0.379,A,0.02,212221
17489,20141231,2014,INDL,C,D,STD,USD,,,,,,,10.25,,,,,,,,,,,,,,,,,,,,,,,A,28.9,525910
17491,20150531,2014,INDL,C,D,STD,USD,,0.047,-0.0221,0.001,0.026,31,31,0.211,0,0,0,-0.943,-0.941,0.001,-0.03,0.346,0.001,-0.028,0.731,0.731,-1.032,-0.317,0,0.043,0.043,-0.684,-0.71,0.089,0.984,A,0.13,334510
17493,20141231,2014,INDL,C,D,STD,USD,,71.081,1.5124,3.081,0,32.76,34.962,0,3,3,0,-14.832,-8.077,0.024,-0.5,14.969,0.099,-0.242,5.535,18.205,-8.527,-11.625,0,0,0,52.876,0.555,,8.077,A,2.2,325414
17494,20150131,2014,INDL,C,D,STD,USD,,6.936,0.083,0.855,8.633,25.488,26.047,1.53,2.027,2.147,0,-3.75,-3.58,,-0.16,4.637,0.301,-0.317,2.746,4.773,-4.06,-5.007,0,12.339,12.339,2.163,2.964,0.31,15.919,A,1.45,311941
17498,20141231,2014,INDL,C,D,STD,USD,,291.878,6.6932,234.576,61.023,33.004,41.032,4.296,0,4.296,0,-57.266,-56.983,0.076,-1.8,225.263,0,-159.7,17.067,17.242,-59.312,-47.077,0,4.04,4.04,274.636,220.39,0.445,61.023,A,40.26,325414
17501,20140630,2014,INDL,C,D,STD,USD,,34.328,2.6843,5.567,14.128,3.621,3.75,9.085,3.527,3.927,0,-0.752,-0.252,0.035,-0.15,1.87,17.179,-0.754,12.335,15.91,-0.528,-6.916,0,22.057,22.057,10.066,15.296,0.17,22.309,A,5,312130
17505,20150131,2014,INDL,C,D,STD,USD,,109.872,2.1116,66.6,20.524,25.093,25.417,0,0,0,0,-33.034,-29.995,0.513,-1.35,3.132,0,-53.856,54.628,56.201,-33.764,-22.992,0,87.503,87.503,53.671,41.468,0,117.498,I,11.83,511210
17526,20140731,2014,INDL,C,D,STD,USD,,1.091,-0.0032,0.006,0,21.098,21.771,0.576,0,0,0,-0.736,-0.736,0.003,-0.08,0.317,0,0,1.16,1.16,-1.655,-0.342,0,0,0,-0.069,-1.019,0.783,0.736,A,0.9,212221
17534,20141231,2014,INDL,C,D,STD,USD,,2189.213,13.09,28.153,16.127,14.36,14.404,55.98,76.335,,9.521,47.047,51.174,0.426,1.6,24.901,1.693,-55.526,,2000.665,23.074,28.92,0,101.203,101.203,188.548,,,50.029,A,18.5,522110
17534,20141231,2014,FS,C,D,STD,USD,,2189.213,,,,,,55.98,76.335,,9.521,,,0.426,,,,,,2000.665,,,0,101.203,,188.548,,12.287,,A,18.5,522110
17537,20150331,2014,INDL,C,D,STD,USD,,0.002,-0.0002,0.002,0,181.275,181.275,0,0,0,0,-0.019,-0.019,0.001,0,0.018,0,0,0.047,0.047,-0.019,-0.016,0,0,0,-0.045,-0.045,0,0.019,A,0.1005,512110
17540,20150430,2014,INDL,C,D,STD,CAD,,1.65,-0.1574,0.201,0.718,51.725,51.725,4.642,3.423,5.542,0,-4.715,-4.645,,-0.1,3.841,0.137,-0.053,6.37,9.793,-5.416,-4.254,0,2.254,2.254,-8.143,-4.818,1.078,6.899,A,0.08,511210
17550,20141231,2014,INDL,C,D,STD,USD,,2485.741,5.2507,916.615,300.921,54.309,53.505,38.889,362.543,373.754,0.083,73.306,126.225,1.86,0.83,367.731,37.061,-282.813,1775.612,2197.962,45.547,286.304,0,1444.963,1444.963,280.939,-16.865,5.647,1318.738,A,37.69,518210
17553,20140930,2014,INDL,C,D,STD,USD,,129.131,3.5465,101.006,33.828,24.399,25.085,0,0,0,0,-19.906,-16.19,0.589,-0.86,5.914,0,-2.216,36.504,40.167,-20.881,-6.05,0,81.756,81.756,88.964,82.37,,97.946,A,9.86,511210
17554,20141231,2014,INDL,C,D,STD,USD,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,A,49.16,525910
17556,20141231,2014,FS,C,D,STD,USD,478,65575,,,,,,3603,27414,,203,,,14,,,0,,5356,37276,,,0,9598,,6591,,1361,,A,22.87,531120
17556,20141231,2014,INDL,C,D,STD,USD,,65575,25.9406,3403,2089,247.4,254.08,3603,27414,31017,203,1765,1913,14,5.31,4455,0,-5000,5356,37276,1155,483,0,4373,4373,6591,-832,1361,2460,A,22.87,531120
17566,20141231,2014,INDL,C,D,STD,USD,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,,,,A,25.62,525910
17567,20141231,2014,INDL,C,D,STD,USD,,207.903,5.3248,98.072,0.253,29.767,34.148,0,14.963,14.963,0,-38.406,-36.363,0.057,-1.3,100.978,0.427,-100.125,9.468,26.071,-38.816,-32.188,0,0.767,0.767,181.832,90.441,1.06,37.13,A,17.82,325414
17576,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,A,24.75,525910
17581,20141231,2014,INDL,C,D,STD,USD,,169.284,4.7166,66.758,12.232,25.184,25.588,0.412,0,0.412,0,-22.17,-14.429,0.505,-0.99,-2.591,0,-9.383,43.908,48.596,-24.885,1.825,0,62.968,62.968,120.688,32.287,0.133,77.397,A,28.47,511210
17582,20141231,2014,INDL,C,D,STD,CAD,,80.362,10.0735,77.324,1.976,5.414,5.172,27.978,0,27.978,3.551,3.341,3.341,,2.35,-6.042,0,0,28.262,28.262,12.707,6.305,0,5.317,5.317,52.1,52.1,0.604,1.976,A,9.58,525990
17584,20141231,2014,INDL,C,D,STD,CAD,,,,,,,2.94,,,,,,,,,,,,,,,,,,,,,,,A,9.2,525990
17586,20141231,2014,FS,C,D,STD,USD,,1355.827,,,,,,41.078,17,,0,,,0.22,,,,,,1234.028,,,10,53.483,,121.799,,5.739,,A,17.3,522110
17586,20141231,2014,INDL,C,D,STD,USD,,1355.827,14.4145,49.597,8.113,10.396,7.756,41.078,17,,0,19.461,21.481,0.22,0.79,250.174,23.257,-230.974,,1234.028,8.414,11.93,10,53.483,53.483,121.799,,,32.002,A,17.3,522110
17589,20141231,2014,INDL,C,D,STD,CAD,,134.097,11.2154,7.909,2.539,10.503,10.086,19.954,0,0,6.842,1.376,1.376,,1.17,18.147,0,0,,20.978,12.247,-15.67,0,3.915,3.915,113.119,,0.293,2.539,A,11.27,525910
17590,20150531,2014,INDL,C,D,STD,CAD,,140.062,9.384,0.047,1.789,16.315,14.731,0,0,0,9.912,-1.789,-1.789,,0.47,-44.863,0,0,,1.826,7.633,44.605,0,0,0,138.236,,0.001,1.789,A,9.04,525110
17592,20141231,2014,INDL,C,D,STD,CAD,,29.246,10.4878,29.161,0.91,3.852,2.694,0,0,0,2.547,0.106,0.106,,1.23,-18.512,0,0,0.992,0.992,4.723,18.448,0,1.016,1.016,28.254,28.254,0.001,0.91,A,10.24,525990
17597,20150430,2014,INDL,C,D,STD,USD,,19.28,0.017,1.136,3.095,824.23,851.909,0,0,0,0,-6.345,-5.574,0.004,-0.01,4.969,0,-8.866,0.794,1.17,-4.989,-3.445,0,2.128,2.128,14.465,0.437,0,7.702,A,0.0266,211111
17614,20141231,2014,INDL,C,D,STD,CAD,,,,,,,7.85,,,,,,,,,,,,,,,,,,,,,,,A,15.18,525910
17615,20141231,2014,INDL,C,D,STD,CAD,,,,,,,5.705,,,,,,,,,,,,,,,,,,,,,,,A,23.19,525910
17616,20141231,2014,INDL,C,D,STD,USD,,142.442,17.2034,4.885,148.005,4.527,4.514,0,10.514,10.514,3.797,13.336,17.991,0.8,1.89,0.323,44.312,-3.135,23.885,64.486,8.571,2.811,0.53,200.36,200.36,77.956,49.942,1.233,182.369,A,20,332313
17617,20141231,2014,INDL,C,D,STD,CAD,,,,,,,8.587,,,,,,,,,,,,,,,,,,,,,,,A,21.47,525910
17618,20141231,2014,INDL,C,D,STD,CAD,,,,,,,7.05,,,,,,,,,,,,,,,,,,,,,,,A,15.62,525910
17619,20141231,2014,INDL,C,D,STD,CAD,,,,,,,33.874,,,,,,,,,,,,,,,,,,,,,,,A,14.84,525910
17620,20141231,2014,INDL,C,D,STD,CAD,,,,,,,3.802,,,,,,,,,,,,,,,,,,,,,,,A,19.19,525910
17621,20141231,2014,INDL,C,D,STD,CAD,,,,,,,42.039,,,,,,,,,,,,,,,,,,,,,,,A,16.6,525910
17625,20141231,2014,INDL,C,D,STD,USD,,200.13,1.8117,0.061,0,6.202,6.202,0,0,0,0,-1.052,-1.052,0.002,-0.16,0.47,0,0.011,0.912,0.912,-1.012,-0.765,187.982,0,0,199.218,-0.782,0.042,1.052,I,9.88,999990
17626,20141231,2014,INDL,C,D,STD,USD,,590.906,-0.1075,30.107,138.748,20.946,25.023,11.903,347.326,359.229,14.17,21.379,,0.137,0.36,80.945,0.272,-105.306,,429,7.691,31.362,0,168.067,168.067,-2.691,,13.748,146.688,A,9.49,531120
17628,20141231,2014,INDL,C,D,STD,USD,,436.968,6.5428,6.876,899.89,24.076,23.719,0.983,221.921,222.904,112.651,97.822,122.625,0,3.7,6.72,32.278,-88.172,46.735,281.779,89.079,86.161,0,1061.138,1061.138,155.189,77.389,7.994,938.513,A,54,324110
17639,20141231,2014,INDL,C,D,STD,USD,,6227.351,14.2977,185.985,353.889,196.349,211.474,0,1850.091,1850.091,39.698,-1.934,,0.752,-0.34,1700.013,0,-1900.752,,2057.757,-48.057,160.537,0.171,398.874,398.874,3450.101,,33.077,400.808,A,17.03,531110
17641,20141231,2014,INDL,C,D,STD,USD,,367.226,8.2403,10.379,0.491,4.576,4.461,6.981,0,,2.766,8.368,8.568,0.078,0.96,21.417,7.847,-35.335,,330.466,4.399,2.173,0,15.999,15.999,36.76,,,7.431,A,14.7867,522110
17641,20141231,2014,FS,C,D,STD,USD,,367.226,,,,,,6.981,0,,2.766,,,0.078,,,,,,330.466,,,0,15.999,,36.76,,0.409,,A,14.7867,522110
17651,20140630,2014,INDL,C,D,STD,USD,,7.405,0.3541,5.935,0,9.385,18.092,0.06,0,0,0,-5.176,-5.165,0.005,-1.04,9.932,0.29,-0.83,0.964,0.998,-9.73,-3.167,0,0,0,6.407,5.344,4.23,5.165,A,2.73,325414
17653,20141231,2014,INDL,C,D,STD,USD,,27.227,0.6467,21.852,3.495,9.292,9.292,0.014,14.956,14.97,0,-16.019,-15.771,0.06,-1.81,9.795,1.709,-4.041,4.198,21.218,-16.813,-14.705,0,5.916,5.916,6.009,19.89,1.286,21.687,A,11.17,325414
17659,20141231,2014,INDL,C,D,STD,USD,,639.144,36.9903,19.335,2.301,2.173,2.165,85.321,0.094,,2.988,13.014,14.005,0.139,3.15,9.012,3.086,-18.439,,559.06,6.834,17.82,0,26.973,26.973,80.084,,,12.968,A,38.45,522110
17659,20141231,2014,FS,C,D,STD,USD,,639.144,,,,,,85.321,0.094,,2.988,,,0.139,,,,,,559.06,,,0,26.973,,80.084,,2.031,,A,38.45,522110
17660,20141231,2014,INDL,C,D,STD,CAD,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,A,25.49,525910
17661,20141231,2014,INDL,C,D,STD,CAD,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,A,26.86,525910
17662,20141231,2014,INDL,C,D,STD,USD,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,A,10.57,525910
17663,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,A,10.4,525910
17665,20141231,2014,INDL,C,D,STD,USD,,473.782,-0.1007,8.527,1199.871,104.919,107.623,164.446,5,125.525,0,21.366,33.433,,0.01,44.467,51.705,-14.769,417.049,436.544,4.256,-43.191,48.08,1359.229,1359.229,37.238,-64.229,6.777,1325.796,A,,5415
17672,20141231,2014,INDL,C,D,STD,USD,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,A,48.75,525910
17673,20141231,2014,INDL,C,D,STD,USD,,0.42,-0.0323,0.143,0,45.685,45.805,1.126,0,0,0,-2.294,-2.284,0.014,-0.05,0.723,0,-0.001,1.898,1.898,-2.144,-1.105,0,0,0,-1.478,-1.511,0,2.284,A,0.35,519130
17687,20141231,2014,INDL,C,D,STD,USD,,518.397,5.7752,142.01,36.45,42.622,44.399,2.25,219.541,221.791,0,27.552,44.104,0.293,0.25,46.966,0,-104.852,28.031,261.984,10.557,23.274,0,111.989,111.989,256.413,157.81,11.925,67.885,A,13.49,515120
17688,20141231,2014,INDL,C,D,STD,USD,,678.007,20.6082,671.929,117.234,24.827,31.516,0,0,0,0,-111.57,-111.334,0.068,-4.63,697.333,0,-170.611,28.52,28.52,-114.97,-92.249,0,5.9,5.9,649.487,647.012,0.909,117.234,I,122.51,325414
17689,20141231,2014,INDL,C,D,STD,USD,,377.451,11.0143,42.283,157.871,7.87,7.922,26.108,109.343,135.451,0,-7.441,-6.842,0.173,-0.63,100.288,322.135,-15.26,,166.184,-4.993,-130.498,0,191.183,191.183,87.255,,3.753,198.025,A,10.5,236117
17692,20141231,2014,INDL,C,D,STD,USD,,115.675,0.633,51.905,55.062,46.956,47.305,0,18.498,18.498,0,-53.089,-49.5,0.265,-1.26,42.156,12.362,15.261,28.806,85.731,-59.224,-42.101,0,100.483,100.483,29.944,63.368,5.196,149.983,I,2.5,541512
17693,20141231,2014,INDL,C,D,STD,USD,,210.411,2.7284,112.644,42.082,40.385,41.481,2.719,2.653,5.372,0,-55.425,-45.95,0.715,-1.35,8.339,0,-8.697,90.256,96.435,-54.337,-14.023,0,149.954,149.954,113.176,66.011,,195.904,A,32.72,519130
17695,20141231,2014,INDL,C,D,STD,USD,,865.662,9.6182,680.613,23.473,74.319,69.868,0,0,0,0,6.324,19.836,1.947,0.08,374.289,0,-35.054,180.274,193.656,5.873,89.451,0,412.616,412.616,672.006,629.987,0,392.78,A,84.76,511210
17696,20141231,2014,INDL,C,D,STD,USD,,2846.857,10.8831,105.71,22.41,29.018,28.061,130,35,,0,39.739,42.245,0.182,0.55,512.74,1.37,-581.936,,2541.467,15.928,28.348,0,109.634,109.634,305.39,,,67.389,A,10.24,522110
17696,20141231,2014,FS,C,D,STD,USD,,2846.857,,,,,,130,35,,0,,,0.182,,,,,,2541.467,,,0,109.634,,305.39,,12.251,,A,10.24,522110
17699,20141231,2014,INDL,C,D,STD,USD,,3641,10.5363,368,10191,76.086,77.162,77,1227,1304,18,296,443,13.496,2.63,-36,221,-312,550,2086,200,355,0,10777,10777,813,248,45,10334,A,43.61,447110
17700,20141231,2014,INDL,C,D,STD,USD,,431.71,34.7045,7.255,2.025,0.995,0.995,0,17.8,,1.225,6.937,8.049,,3.1,1.344,0.114,-5.59,,387.179,3.183,3.887,9.993,20.273,20.273,44.531,,,12.224,A,28.5,522110
17700,20141231,2014,FS,C,D,STD,USD,,431.71,,,,,,0,17.8,,1.225,,,,,,,,,387.179,,,9.993,20.273,,44.531,,2.275,,A,28.5,522110
17701,20150331,2014,INDL,C,D,STD,USD,,4.207,-0.0019,0.254,0.514,177.749,177.749,0.194,1.975,2.169,0,-1.151,-1.04,0.048,0,2.078,0,0.334,2.578,4.553,-1.342,-2.361,0,0.818,0.818,-0.346,-2.301,0.193,1.858,A,1.5,721110
17702,20141231,2014,INDL,C,D,STD,USD,,,,,,,3.65,,,,,,,,,,,,,,,,,,,,,,,A,8.81,525910
17704,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,A,33.3,525910
17707,20140930,2014,INDL,C,D,STD,USD,,568.695,18.4015,17.608,2.187,4.702,4.7,0,17,,0,9.943,11.008,0.127,-0.31,26.83,2.681,-61.977,,482.208,-1.435,5.09,0,24.633,24.633,86.487,,,13.625,A,15.05,522120
17707,20140930,2014,FS,C,D,STD,USD,,568.695,,,,,,0,17,,0,,,0.127,,,,,,482.208,,,0,24.633,,86.487,,1.637,,A,15.05,522120
17708,20141231,2014,INDL,C,D,STD,CAD,,33.154,0.3718,27.697,0.015,107.406,107.406,0,0,0,0,-17.616,-17.087,,-0.11,0,0,-6.724,1.999,1.999,-11.864,-16.511,0,0,0,39.934,25.875,0,17.087,A,0.35,212221
17709,20141231,2014,INDL,C,D,STD,USD,,3750.617,21.2087,50.888,54.729,19.049,18.576,117.991,40,,0,67.593,71.147,0.486,2.84,409.257,7.171,-423.31,,3314.243,55.589,33.299,42.406,161.591,161.591,436.372,,,90.444,A,35.2,522110
17709,20141231,2014,FS,C,D,STD,USD,,3750.617,,,,,,117.991,40,,0,,,0.486,,,,,,3314.243,,,42.406,161.591,,436.372,,42.729,,A,35.2,522110
17715,20141231,2014,INDL,C,D,STD,USD,,1213.846,18.2542,31.094,9.64,5.71,5.831,47.184,85.406,,2.611,24.776,26.548,0.258,2.03,49.61,3.006,-48.923,,1095.406,11.769,15.345,12,58.553,58.553,118.44,,,32.005,A,19.675,522110
17715,20141231,2014,FS,C,D,STD,USD,,1213.846,,,,,,47.184,85.406,,2.611,,,0.258,,,,,,1095.406,,,12,58.553,,118.44,,8.04,,A,19.675,522110
17716,20141231,2014,INDL,C,D,STD,USD,,0.738,-0.0176,0.661,0,33,33,1.104,0,0,0,-0.506,-0.506,0.005,-0.02,1,0,0,1.319,1.319,-0.583,-0.339,0,0,0,-0.581,-0.581,0.032,0.506,A,2,562213
17717,20141231,2014,INDL,C,D,STD,USD,,29.613,0.1209,0.013,1.209,93.89,94.565,0,1.204,1.204,0,-1.089,-1.089,,0.12,0.477,0,0,,18.184,10.931,-0.465,0,0.12,0.12,11.429,,0.021,1.209,A,5,523999
17720,20141231,2014,INDL,C,D,STD,CAD,,374.455,10.3159,24.476,5.452,13.42,15.279,7.239,180.931,188.17,9.864,17.794,,0.5,1.32,58.131,0,-50.797,15.592,216.838,16.545,12.199,0,28.448,28.448,157.617,13.228,3.927,10.654,A,8.88,531120
17724,20141231,2014,INDL,C,D,STD,USD,,3448.572,14.6479,126.847,19.491,23.479,29.695,257.525,243.183,,7.962,56.028,58.073,,0.79,162.523,1.108,-144.383,,3002.353,18.565,26.015,11.25,101.705,101.705,446.219,,,43.632,A,19,522110
17724,20141231,2014,FS,C,D,STD,USD,,3448.572,,,,,,257.525,243.183,,7.962,,,,,,,,,3002.353,,,11.25,101.705,,446.219,,14.808,,A,19,522110
17727,20141231,2014,INDL,C,D,STD,USD,,33.474,0.2244,25.19,3.023,78.264,101.621,0.041,0.077,0.118,0,-15.694,-14.949,0.071,-0.43,40.879,0.622,-1.487,6.614,10.674,-33.769,-15.007,0,5.327,5.327,22.8,22.686,0.435,20.276,A,1.36,334510
17748,20141231,2014,INDL,C,D,STD,CAD,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,A,23.75,525910
17749,20141231,2014,INDL,C,D,STD,CAD,,,,,,,3.55,,,,,,,,,,,,,,,,,,,,,,,A,21.38,525910
17750,20141231,2014,INDL,C,D,STD,CAD,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,A,29.88,525910
17752,20150331,2014,INDL,C,D,STD,USD,,2.762,-0.0533,0.028,0.794,95.359,100.003,2.809,1.312,1.498,0,-1.47,-1.284,0.018,-0.02,0.15,0,0.166,6.023,8.08,-2.291,-0.407,0.24,5.067,5.067,-5.318,-5.693,0.608,6.351,A,0.0034,519130
17754,20141231,2014,INDL,C,D,STD,USD,,7.073,0.0754,1.737,1.198,61.962,77.818,0.024,0.052,0.076,0,-9.694,-9.278,,-0.16,6.114,0,-0.486,1.157,1.209,-9.751,-5.802,0,0.524,0.524,5.864,2.117,0.011,9.802,A,0.415,519130
17759,20141231,2014,INDL,C,D,STD,USD,,,,,,,13.6,,,,,,,,,,,,,,,,,,,,,,,A,24.66,525910
17760,20141231,2014,INDL,C,D,STD,USD,,,,,,,4.4,,,,,,,,,,,,,,,,,,,,,,,A,24.41,525910
17767,20150331,2014,INDL,C,D,STD,USD,,26.707,0.5428,0.336,2.338,43.138,43.186,2.827,0,1.327,0,0.116,0.116,0.003,-0.01,1.56,0,0.4,3.264,3.264,-0.147,-1.999,0,2.454,2.454,23.443,-2.926,0.287,2.338,A,7.5,522298
17768,20141231,2014,INDL,C,D,STD,USD,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,A,24.85,525910
17769,20141231,2014,INDL,C,D,STD,USD,,1010.257,10.2096,70.142,32.201,20.657,26.377,115.823,608.984,724.807,20.749,12.552,13.074,0.028,0.43,340.511,0,-319.281,,736.215,9.607,5.123,0,45.275,45.275,269.299,,0,32.201,A,14.23,525990
17777,20141231,2014,INDL,C,D,STD,USD,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,A,68.06,525910
17778,20141231,2014,INDL,C,D,STD,USD,,,,,,,3.25,,,,,,,,,,,,,,,,,,,,,,,A,65.53,525910
17779,20141231,2014,INDL,C,D,STD,USD,,,,,,,7.85,,,,,,,,,,,,,,,,,,,,,,,A,66.01,525910
17781,20141231,2014,INDL,C,D,STD,USD,,,,,,,2.25,,,,,,,,,,,,,,,,,,,,,,,A,32.1,525910
17782,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,A,31.925,522110
17786,20141231,2014,INDL,C,D,STD,USD,,219,13.2361,9.54,8.882,4.828,4.828,0.694,124.394,125.088,3.181,11.034,11.034,,3.73,15.885,0,-24.172,6.228,146.567,18.023,10.093,0,19.916,19.916,63.904,3.896,4.461,8.882,A,,531110
17787,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,A,99.608,525910
17788,20141231,2014,INDL,C,D,STD,USD,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,A,98.87,525910
17790,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,A,98.4,525910
17791,20141231,2014,INDL,C,D,STD,USD,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,A,96.426,525910
17795,20141231,2014,INDL,C,D,STD,USD,,387.519,20.3792,5.376,0.643,2.861,2.861,12.225,0,,2.976,8.674,9.125,,2.17,-17.237,0,4.35,,329.214,6.21,6.228,0,18.141,18.141,58.305,,,9.016,A,21.75,522110
17795,20141231,2014,FS,C,D,STD,USD,,387.519,,,,,,12.225,0,,2.976,,,,,,,,,329.214,,,0,18.141,,58.305,,0.643,,A,21.75,522110
17807,20141231,2014,INDL,C,D,STD,USD,,104.467,0.8939,83.427,235.24,49.501,48.309,0,0,0,0,-29.166,-27.311,1.852,-0.6,-10.42,9.845,69.181,61.284,61.284,-29.987,-6.889,0,382.407,382.407,43.183,37.872,,409.718,A,6.29,454111
17808,20141231,2014,INDL,C,D,STD,USD,,199.203,4.6558,190.095,95.719,33.027,34.426,0,0,0,0,-55.05,-54.308,0.086,-1.67,104.11,0,-2.216,17.045,38.921,-55.005,-35.363,0,41.411,41.411,160.282,177.965,,95.719,A,18.87,325414
