gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,conm,curcd,act,ceq,che,ci,csho,dlc,dltt,dt,dvt,ebitda,emp,fincf,icapt,idit,intan,invt,ivncf,ivst,lct,oancf,ppegt,pstk,rect,revt,seq,tfva,txt,xint,xlr,xopr,costat,prcc_c,naics
012250,20141231,2014,INDL,C,D,STD,AMAG PHARMACEUTICALS INC,USD,274.0360,459.9530,144.1860,135.6910,25.6000,34.0000,461.3460,495.346,0.0000,13.8830,0.2570,513.8380,921.2990,,1093.7320,40.6100,-432.9420,24.8900,166.4880,11.4140,2.4970,0.0000,42.6900,124.3840,459.9530,102.1440,-153.1590,14.6970,,110.5010,A,42.6200,325413
012252,20141231,2014,INDL,C,D,STD,XOMA CORP,USD,83.8420,3.0990,78.4450,-38.3000,115.8920,19.2470,16.2900,35.537,0.0000,-79.8920,0.1830,35.5600,19.3890,,0.0000,0.0000,19.6750,0.0000,36.4750,-78.2820,38.6280,0.0000,3.3090,18.8660,3.0990,67.5750,0.0000,4.3030,,98.7580,A,3.5900,325414
012256,20141231,2014,INDL,C,D,STD,STEEL EXCEL INC,USD,245.6180,357.5330,211.6780,-49.0090,11.4060,13.6260,66.2480,79.874,0.0000,37.4190,1.0000,-34.3200,423.7660,,66.6460,0.0000,-31.3070,159.7680,48.3240,43.9150,139.7750,0.0000,28.0160,210.1480,357.5330,190.8920,-1.3230,3.1770,,172.7290,A,25.4500,213112
012257,20141231,2014,INDL,C,D,STD,GLOBEIMMUNE INC,USD,17.8120,5.6030,16.8120,-16.2610,5.7520,0.0000,0.0000,0,0.0000,-5.5240,0.0220,21.1060,5.6030,0.0000,0.0000,0.0000,-0.1670,0.0000,5.1720,-10.0510,12.2680,0.0000,0.0000,5.9660,5.6030,0.0210,0.0000,3.8910,,11.4900,A,7.5900,325414
012262,20141231,2014,INDL,C,D,STD,ASTEC INDUSTRIES INC,USD,553.1910,595.1660,14.9390,26.1850,22.9300,3.8410,7.0610,8.088,9.1670,75.7750,3.9520,2.4400,606.4130,1.4220,49.2670,387.8350,-42.8240,1.9160,161.1290,18.8630,409.6110,0.0000,107.3010,975.5950,595.1660,13.8560,19.4000,0.7200,,899.8200,A,39.3100,333120
012266,20141231,2014,INDL,C,D,STD,WERNER ENTERPRISES INC,USD,426.3440,833.8600,22.6040,93.9060,72.0380,0.0000,75.0000,75,14.4070,317.8120,12.1780,-3.6680,908.8600,2.5380,0.0000,17.8240,-203.4870,0.0000,186.5300,206.5650,1786.2290,0.0000,318.9420,2139.2890,833.8600,,63.1240,0.8810,584.0060,1821.4770,A,31.1500,484121
012294,20141231,2014,INDL,C,D,STD,MPLX LP,USD,97.2000,458.2000,31.1000,178.1000,80.2930,0.8000,644.0000,644.8,103.1000,233.5000,0.0000,-198.5000,1107.7000,0.0000,104.7000,11.7000,-75.1000,3.8000,100.6000,246.8000,1361.7000,0.0000,51.2000,548.3000,458.2000,,-0.1000,6.2000,,314.8000,A,73.4900,486110
012304,20140930,2014,INDL,C,D,STD,DLH HOLDINGS CORP,USD,16.8740,13.8460,3.9080,5.3570,9.5660,0.0000,0.0000,0,0.0000,0.8700,1.2000,-1.1520,13.8460,,8.5950,0.0000,-0.0130,0.0000,16.2110,1.6650,0.7190,0.0000,12.5710,60.4930,13.8460,0.0000,-4.5970,0.1090,,59.6230,A,2.0100,561330
012311,20141231,2014,INDL,C,D,STD,JAVELIN MORTGAGE INVESTMENT,USD,,139.6080,29.8820,-10.0130,11.9850,1134.3870,0.0000,0,21.6000,52.3330,0.0000,273.3660,139.6080,0.0000,0.0000,0.0000,-301.3050,0.0000,,16.2970,0.0000,0.0000,2.7920,59.4660,139.6080,1244.3050,0.0000,6.6350,,7.1330,A,10.3700,525990
012312,20141231,2014,INDL,C,D,STD,BNSF RAILWAY CO,USD,3436.0000,50998.0000,585.0000,4150.0000,0.0010,116.0000,1326.0000,1442,0.0000,9111.0000,48.0000,-1707.0000,52324.0000,102.0000,15309.0000,795.0000,-5245.0000,0.0000,3260.0000,7005.0000,59335.0000,0.0000,1350.0000,22714.0000,50998.0000,,2644.0000,74.0000,4983.0000,13603.0000,A,,482111
012320,20141231,2014,INDL,C,D,STD,EUROSITE POWER INC,USD,4.7840,5.0490,3.7760,-2.3090,65.7470,0.0000,5.6330,5.633,0.0000,-1.1830,0.0050,5.8960,10.6820,,0.0000,0.1000,-2.8430,0.0000,0.4680,-0.7960,,0.0000,0.8740,1.5780,5.0490,,-0.6490,0.0470,,2.7610,A,0.4900,221118
012321,20141231,2014,INDL,C,D,STD,VISTA GOLD CORP,USD,11.3620,25.2830,10.0140,-18.8560,82.3900,0.0000,0.0000,0,0.0000,-13.3520,0.0130,-6.3440,25.2830,0.0100,0.0000,0.0000,11.6410,6.3000,2.7430,-7.0580,11.3090,0.0000,0.0000,0.0000,25.2830,12.8000,0.0000,0.0780,,13.3520,A,0.2851,212221
012368,20141231,2014,INDL,C,D,STD,SCA-SVENSKA CELLULOSA AB,USD,5016.4230,8642.3410,487.8270,1136.5580,702.3420,1721.3880,3094.7660,4144.034,426.3530,2202.1860,43.7720,-775.8960,12408.0770,16.8700,3020.0010,1762.7960,-772.1900,0.2560,5306.0260,1518.9470,18754.0420,0.0000,2535.8810,13298.4860,8642.3410,466.9950,309.2840,155.0260,2262.1250,11096.3000,A,21.5760,322121
012377,20141231,2014,INDL,C,D,STD,RESEARCH FRONTIERS INC,USD,10.3680,12.0820,9.0720,-4.4140,23.9240,0.0000,0.0000,0,0.0000,-4.4170,0.0130,3.5830,12.0820,,0.0000,0.0000,1.4440,1.5020,0.4830,-3.3240,2.4170,0.0000,1.1750,1.5990,12.0820,,0.0000,0.0000,,6.0160,A,5.1200,541712
012379,20150430,2014,INDL,C,D,STD,AMERICAN WOODMARK CORP,USD,281.4950,229.8420,185.0410,20.6220,16.0800,1.4570,21.4980,22.955,0.0000,67.5550,5.0700,11.7100,251.3400,,0.0000,35.9880,-56.6060,35.5000,84.7900,58.7370,292.2040,0.0000,46.1420,825.4650,229.8420,69.5280,18.8880,0.5150,,757.9100,A,40.4400,337110
012383,20141231,2014,INDL,C,D,STD,NORSK HYDRO ASA,USD,4802.0480,9894.9420,1475.4860,869.7340,2039.8320,807.1810,685.4150,765.612,204.5020,1187.5800,12.9220,-414.0830,11370.4290,36.7580,795.1510,1689.7460,-304.0790,238.7180,2555.2020,778.7100,14232.9180,0.0000,1564.2380,10413.1470,9894.9420,392.0280,119.3600,58.5440,1081.1860,9225.5670,A,5.6610,331318
012384,20141231,2014,INDL,C,D,STD,ROYAL DUTCH SHELL PLC,USD,99778.0000,171966.0000,21607.0000,2502.0000,3155.8060,7208.0000,38332.0000,43950,11843.0000,44378.0000,94.0000,-12790.0000,211118.0000,206.0000,7076.0000,19701.0000,-19657.0000,0.0000,86212.0000,45044.0000,364199.0000,0.0000,40534.0000,421105.0000,171966.0000,,13584.0000,1522.0000,16356.0000,376727.0000,A,66.9500,324110
012389,20141231,2014,INDL,C,D,STD,HARLEY-DAVIDSON INC,USD,3948.0950,2909.2860,1062.6320,662.3440,211.8770,1743.1010,3761.5280,4772.843,238.3000,1624.7590,6.5000,-536.0960,6670.8140,,27.7520,448.8710,-744.6500,155.9520,2389.2860,1146.6770,2995.7070,0.0000,2164.2560,6228.5080,2909.2860,860.4080,438.7090,164.6960,,4603.7490,A,65.9100,336991
012392,20141231,2014,INDL,C,D,STD,SKYWEST INC,USD,1291.0030,1400.3460,559.1300,-26.0020,51.1860,211.8210,1533.9900,1745.811,8.1870,359.2670,18.5000,261.3260,2934.3360,4.0960,12.7480,137.4520,-585.2260,426.8550,684.3550,285.5390,4923.5630,0.0000,85.8780,3237.4470,1400.3460,561.4390,7.8110,67.7950,1258.1550,2878.1800,A,13.2800,481111
012395,20141031,2014,INDL,C,D,STD,TOLL BROTHERS INC,USD,,3854.3760,604.6570,339.5810,175.0460,455.3820,2944.2040,3309.305,0.0000,489.7200,3.5000,952.2340,6804.9010,,0.0000,6596.2660,-1452.0910,18.3420,,313.2000,314.1100,0.0000,,4282.0470,3854.3760,114.0780,164.5500,164.4710,,3792.3270,A,34.2700,236117
012403,20150131,2014,INDL,C,D,STD,FREDS INC,USD,419.9580,415.6360,6.4400,-29.0370,36.9690,4.3310,2.2590,6.59,8.8460,-6.1350,9.1480,-7.9360,417.8950,0.0000,79.6290,315.6780,-56.0520,0.0000,206.5660,63.7030,488.3200,0.0000,84.8570,1970.0490,415.6360,,-20.0120,0.5040,,1976.1840,A,17.4100,452990
012407,20140630,2014,FS,C,D,STD,U S GLOBAL INVESTORS INC,USD,26.8160,35.0700,,,,0.0000,0.0000,,0.9270,,0.0520,,35.7030,0.5260,0.0860,,,0.0000,2.1430,,7.4030,0.0000,,13.3130,35.0700,,-0.5170,0.0000,6.8060,,A,3.1000,523920
012407,20140630,2014,INDL,C,D,STD,U S GLOBAL INVESTORS INC,USD,26.8160,35.0700,5.9100,-0.7000,15.4340,0.0000,0.0000,0,0.9270,-1.2890,0.0520,-1.0610,35.7030,0.0000,0.0860,17.8170,4.0500,0.0000,2.1430,-15.1890,7.4030,0.0000,2.5130,13.2930,35.0700,24.0130,-0.5170,0.0000,6.8060,14.5820,A,3.1000,523920
012413,20141231,2014,INDL,C,D,STD,ENGILITY HOLDINGS INC,USD,321.3100,466.3790,7.1230,30.9920,17.5920,13.7500,279.5000,293.25,0.0000,121.9670,6.6000,88.4470,756.2530,,768.1030,0.0000,-212.6860,0.0000,235.4850,102.3590,48.6820,0.0000,286.4030,1367.0910,466.3790,1.9850,30.6370,12.7990,,1245.1240,A,42.8000,541330
012421,20150131,2014,INDL,C,D,STD,TRANS WORLD ENTMT CORP,USD,255.1580,171.7400,118.5370,-0.2840,31.2440,0.9380,0.0000,0.938,16.0360,8.9630,3.0000,-20.4990,171.7400,,0.0000,126.3770,-8.7740,0.0000,81.7140,16.8080,165.7780,0.0000,3.5450,358.4900,171.7400,,0.1160,1.9510,,349.5270,A,3.2900,443142
012428,20141231,2014,INDL,C,D,STD,PORTLAND GENERAL ELECTRIC CO,USD,699.0000,1911.0000,127.0000,172.0000,78.2280,375.0000,2126.0000,,88.0000,594.0000,2.6000,496.0000,4037.0000,,0.0000,82.0000,-994.0000,0.0000,873.0000,518.0000,8578.0000,0.0000,242.0000,1900.0000,1911.0000,103.0000,61.0000,118.0000,,1306.0000,A,37.8300,2211
012432,20141231,2014,INDL,C,D,STD,HI-CRUSH PARTNERS LP,USD,115.2190,175.9620,5.3370,124.0250,36.9520,2.0000,198.3640,200.364,77.4210,149.0290,0.0000,144.3830,376.8050,0.0000,66.7500,23.6840,-264.7150,0.6910,52.5850,104.3700,259.1890,0.0000,82.1170,386.5470,175.9620,,0.0000,9.9460,,237.5180,A,31.0300,212399
012433,20140930,2014,INDL,C,D,STD,MERIDIAN BIOSCIENCE INC,USD,112.7480,161.0290,43.0470,34.3070,41.6220,0.0000,0.0000,0,32.7620,57.9540,0.5500,-31.7530,161.0290,0.0250,31.0060,35.4950,-7.0020,0.0000,13.7350,38.2620,71.1630,0.0000,23.2320,188.8320,161.0290,,17.3650,0.0000,,130.8780,A,16.4600,325413
012441,20141231,2014,INDL,C,D,STD,GARTNER INC,USD,1096.6580,161.1710,365.3020,154.2510,87.5200,20.0000,385.0000,405,0.0000,347.4410,6.7580,-208.6700,546.1710,1.4130,617.3540,0.0000,-162.7770,0.0000,1215.2180,346.7790,259.6080,0.0000,552.1070,2021.4410,161.1710,35.1080,90.9170,12.3000,,1674.0000,A,84.2100,541910
012445,20141231,2014,INDL,C,D,STD,WATTS WATER TECHNOLOGIES INC,USD,874.3000,912.4000,301.1000,-50.8000,35.0310,3.1000,583.8000,586.9,20.5000,199.6000,6.1000,220.8000,1496.2000,0.7000,849.1000,291.6000,-295.5000,0.0000,345.7000,135.2000,526.7000,0.0000,207.8000,1513.7000,912.4000,4.0000,32.8000,19.9000,,1314.1000,A,63.4400,332919
012458,20140630,2014,INDL,C,D,STD,PRO-DEX INC/CO,USD,8.8930,9.2160,3.1880,-0.2910,4.2110,0.0080,0.0070,0.015,0.0000,-0.2870,0.0620,1.5140,9.2230,0.0120,0.1050,2.6000,0.3230,0.0000,2.1270,-0.3290,8.9400,0.0000,2.8800,10.8120,9.2160,,-0.1040,0.0080,,11.0990,A,2.4700,339112
012459,20141231,2014,INDL,C,D,STD,NVR INC,USD,,1124.2550,570.9910,281.6300,4.0490,0.0000,599.2300,599.23,0.0000,494.3000,3.9420,-486.3010,1723.4850,,54.2910,1373.4160,-19.0820,26.0530,,184.5490,116.5750,0.0000,10.0210,4453.1390,1124.2550,,171.9160,24.9940,,3958.8390,A,1275.3300,236117
012471,20141231,2014,INDL,C,D,STD,WORLD FUEL SERVICES CORP,USD,3674.8430,1855.3580,302.2640,187.5110,72.0820,17.9140,671.9540,689.868,10.5960,335.4240,4.0410,169.5150,2536.8350,5.9930,869.6690,437.5660,-297.0870,0.0000,2241.3540,141.1600,309.5070,0.0000,2325.8520,43386.3890,1855.3580,317.4930,51.1440,31.2300,319.8420,43050.9650,A,46.9300,424720
012478,20141231,2014,INDL,C,D,STD,JOURNAL COMMUNICATIONS INC,USD,90.4350,279.7080,13.2330,27.9880,50.9010,17.7380,113.1300,130.868,0.0000,96.6550,2.5000,-77.0910,392.8380,0.0000,310.7400,1.8520,9.1510,0.0000,86.8000,79.2610,406.6650,0.0000,66.0610,428.4360,279.7080,,26.4940,5.9350,,331.7810,I,11.4300,515120
012482,20140930,2014,INDL,C,D,STD,CLEARFIELD INC,USD,38.0340,46.7470,24.8230,5.4330,13.7430,0.0000,0.0000,0,0.0000,9.2180,0.1850,0.4410,46.7470,0.0960,2.5710,5.3900,-3.5860,6.6320,5.1010,11.5290,5.5550,0.0000,5.0280,58.0450,46.7470,,3.1810,0.0000,,48.8270,A,12.3100,334419
012485,20141231,2014,INDL,C,D,STD,CABLEVISION SYS CORP  -CL A,USD,1930.6660,-5041.4690,1473.3710,312.6630,274.3580,558.3680,9134.6540,9693.022,162.8060,1790.2400,14.9680,-346.9020,4102.6400,0.4200,1040.5690,0.0000,-881.9810,622.9580,1750.1680,1377.0720,12480.0620,0.0000,279.2580,6460.9460,-5041.4690,1989.6950,115.7680,576.0000,,4670.7060,A,20.6400,515210
012522,20141231,2014,INDL,C,D,STD,RADA ELECTRONIC INDS,USD,15.3260,3.5470,2.1350,0.1970,8.9880,9.7090,0.0000,0,0.0000,2.1450,0.1240,-0.5280,4.1720,0.0050,0.5870,9.3080,0.0660,0.3490,15.2910,0.1220,13.5510,0.0000,3.4550,22.4810,3.5470,0.2160,0.0000,1.1960,,20.3360,A,2.5000,334511
012540,20141130,2014,INDL,C,D,STD,ADOBE SYSTEMS INC,USD,4602.3280,6775.9050,3739.4910,214.1980,497.4840,603.2290,911.0860,1514.315,0.0000,739.4680,12.4990,-507.2830,7686.9910,21.3550,5191.6240,0.0000,-490.7070,2622.0910,2494.4350,1287.4820,1699.1570,0.0000,591.8000,4147.0650,6775.9050,3464.2120,92.9810,59.7320,,3407.5970,A,72.7000,511210
012544,20141231,2014,INDL,C,D,STD,ST JOE CO,USD,,971.2090,68.1250,412.4740,92.3030,25.7830,215.3620,241.145,0.0000,537.3250,0.0610,200.2710,1195.0630,,0.0000,0.0000,-518.6850,33.6100,,331.0350,450.4310,0.0000,34.4620,701.8730,971.2090,656.8490,115.5070,8.6080,,164.5480,A,18.3900,237210
012544,20141231,2014,FS,C,D,STD,ST JOE CO,USD,,971.2090,,,,25.7830,215.3620,,0.0000,,0.0610,,1195.0630,,0.0000,321.8120,,33.6100,,,70.4870,0.0000,,716.6060,971.2090,,115.5070,8.6080,,,A,18.3900,237210
012545,20141231,2014,INDL,C,D,STD,HARTE HANKS INC,USD,206.4940,326.6760,56.7490,4.8800,61.7750,18.5090,64.4970,83.006,21.4850,55.6820,5.4230,-44.6330,391.1730,0.2750,400.4410,1.2350,-11.0960,0.0000,124.2690,25.5610,210.6120,0.0000,125.2950,553.6760,326.6760,,13.3150,2.8340,279.1350,497.9940,A,7.7400,541860
012555,20141231,2014,INDL,C,D,STD,INTERSTATE POWER & LIGHT CO,USD,556.1000,1814.1000,5.3000,194.6000,13.3710,150.0000,1618.7000,,150.2000,406.7000,1.7660,147.5000,3632.8000,,0.0000,125.5000,-552.7000,,705.9000,406.1000,6679.2000,200.0000,216.7000,1848.1000,2014.1000,205.2000,-51.7000,89.9000,,1441.4000,A,,22111
012556,20141231,2014,INDL,C,D,STD,PURE MULTI-FAMILY REIT LP,USD,24.2720,197.7980,22.6990,41.9490,35.0350,7.0820,275.1280,276.736,11.9190,,,89.2690,472.9260,0.0000,0.0000,0.0000,-106.1860,6.2090,19.8650,26.7340,,0.0000,0.4860,47.7800,197.7980,468.5180,0.0000,10.3590,,22.7450,A,4.6300,531110
012559,20141231,2014,INDL,C,D,STD,FUEL SYSTEMS SOLUTIONS INC,USD,254.6590,236.5940,91.7940,-79.3950,19.7690,0.2070,0.0000,0.207,0.0000,9.2200,1.5000,-3.5810,236.7350,0.9800,14.3270,80.0010,-6.0600,6.6140,80.3310,18.4240,114.9380,0.0000,52.0460,339.1280,236.5940,35.7560,0.6100,0.8290,,329.9080,A,10.9400,3363
012564,20141231,2014,INDL,C,D,STD,CLEVELAND ELECTRIC ILLUM,USD,180.0000,1086.0000,0.0000,29.0000,67.9310,146.0000,1528.0000,,65.0000,294.0000,,-69.0000,2614.0000,,1689.0000,0.0000,-97.0000,0.0000,372.0000,166.0000,2900.0000,0.0000,136.0000,889.0000,1086.0000,,25.0000,112.0000,,595.0000,A,,22111
012568,20140930,2014,INDL,C,D,STD,DAILY JOURNAL CORP,USD,200.7370,136.3710,189.0860,23.0240,1.3810,0.0000,29.4930,29.493,0.0000,3.3260,0.3200,0.0000,165.8640,,31.1440,0.0510,-0.4350,173.6760,73.2720,4.5070,17.5670,0.0000,10.6170,43.4230,136.3710,,-0.4900,0.2300,25.2620,40.0970,A,263.0100,511110
012573,20141231,2014,INDL,C,D,STD,HST GLOBAL INC,USD,0.0000,-2.6590,0.0000,-0.1850,36.7200,1.2770,0.0000,0,0.0000,-0.1490,,0.0240,-2.6590,0.0000,0.0000,0.0000,0.0000,0.0000,2.6590,-0.0240,0.0000,0.0000,0.0000,0.0000,-2.6590,,0.0000,0.0360,,0.1490,A,0.0120,622310
012575,20150331,2014,INDL,C,D,STD,CYANOTECH CORP,USD,11.7940,21.4830,2.2260,-0.0240,5.5650,0.2340,5.1090,5.343,0.0000,1.6610,0.1130,0.0910,26.5920,,0.0000,5.6780,-3.4160,0.0000,4.3150,1.2390,27.3030,0.0000,3.2580,33.8090,21.4830,,0.2530,0.3210,,32.1480,A,6.9300,325411
012576,20141031,2014,INDL,C,D,STD,BIO REFERENCE LABS,USD,351.8490,318.9020,17.5070,46.7580,27.7280,40.0320,15.3970,22.049,0.0000,108.5890,4.3470,0.8060,334.2990,0.0710,49.5880,20.7910,-17.8260,0.0000,144.5640,16.5750,156.3420,0.0000,263.3460,832.2820,318.9020,,34.2090,2.4460,206.1980,723.6930,I,32.1300,621511
012578,20141231,2014,INDL,C,D,STD,VALHI INC,USD,1062.0000,-189.7000,269.1000,-122.5000,342.0000,9.3000,924.8000,934.1,37.3000,205.1000,3.2330,110.2000,1738.7000,,438.0000,443.0000,-55.1000,13.3000,331.2000,67.3000,1690.2000,667.3000,303.9000,1862.6000,477.6000,258.3000,32.5000,59.6000,,1657.5000,A,6.4100,325130
012581,20141231,2014,INDL,C,D,STD,MAGNETEK INC,USD,41.3660,23.6190,9.9640,7.3380,3.5350,0.0000,0.0000,0,0.0000,12.1750,0.3180,0.0740,23.6190,0.0000,30.5530,13.6260,-0.9620,0.2620,17.0780,-3.9610,23.0710,0.0000,16.9750,109.7130,23.6190,,0.7150,0.0000,,97.5380,I,40.6500,335311
012589,20141231,2014,INDL,C,D,STD,HEALTHSOUTH CORP,USD,686.6000,473.2000,116.9000,281.3000,87.7890,20.8000,2110.8000,2131.6,75.3000,582.7000,24.1000,434.2000,2908.2000,,1390.1000,0.0000,-876.9000,50.2000,364.3000,444.9000,1803.7000,93.2000,323.2000,2374.3000,566.4000,50.5000,110.7000,110.7000,1161.7000,1791.6000,A,38.4600,622310
012597,20150131,2014,INDL,C,D,STD,LAKELAND INDUSTRIES INC,USD,66.8180,63.2560,6.7620,7.5340,7.0580,8.9900,0.8000,0.85,0.0000,7.5270,1.3040,-0.1160,64.0560,0.0000,1.1430,40.3080,-0.9050,0.0000,23.8240,3.3290,21.6730,0.0000,14.1660,99.7340,63.2560,,-8.3380,2.3520,,92.2070,A,9.3700,339113
012598,20141231,2014,INDL,C,D,STD,P.A.M. TRANSPORTATION SVCS,USD,128.9190,99.9850,61.0400,13.7330,7.4230,54.6310,52.2930,95.201,0.0000,58.7770,2.9110,-28.7270,152.2780,,0.0000,1.3060,-0.0490,33.3910,115.0710,55.2530,309.4250,0.0000,56.4630,410.9370,99.9850,24.8950,8.7210,2.8970,108.3710,352.1600,A,51.8400,484121
012603,20141231,2014,FS,C,D,STD,CNO FINANCIAL GROUP INC,USD,,4688.2000,,,,79.2000,3520.5000,,51.3000,,4.2000,,8208.7000,,489.4000,,,68.3000,,,0.0000,0.0000,,4166.3000,4688.2000,,123.7000,92.8000,242.4000,,A,17.2200,524114
012603,20141231,2014,INDL,C,D,STD,CNO FINANCIAL GROUP INC,USD,,4688.2000,1144.8000,144.9000,203.3240,79.2000,3520.5000,3599.7,51.3000,782.5000,4.2000,-265.5000,8208.7000,0.0000,489.4000,0.0000,56.3000,533.2000,,121.8000,,0.0000,5032.8000,4144.7000,4688.2000,22780.1000,123.7000,92.8000,242.4000,3362.2000,A,17.2200,524114
012612,20141231,2014,INDL,C,D,STD,DAYTON POWER & LIGHT INC,USD,434.5000,1143.4000,22.1000,99.4000,41.1720,0.1000,877.0000,,159.9000,333.6000,1.1300,-160.7000,2043.3000,,,99.0000,-108.5000,16.7000,281.0000,251.7000,5196.1000,22.9000,152.7000,1668.3000,1166.3000,24.8000,39.7000,35.4000,,1334.7000,A,,22111
012615,20141231,2014,INDL,C,D,STD,M/I HOMES INC,USD,,496.1320,22.4860,50.7890,24.5130,87.9860,409.1300,411.737,4.8750,85.5290,0.9050,32.0660,953.4250,0.0000,,1011.3830,-12.5810,6.9510,,-132.6750,36.2600,48.1630,7.0000,1215.1800,544.2950,93.1350,18.9470,31.3020,,1129.6510,A,22.9600,236117
012616,20150331,2014,INDL,C,D,STD,WACOAL HOLDINGS CORP,USD,1002.5340,1907.7780,362.4870,240.1880,28.1680,88.1290,35.3870,39.838,38.7460,151.8420,20.1960,-69.9480,1965.7640,1.1840,262.4960,357.5610,1.3670,42.2970,352.6340,119.5150,864.7050,0.0000,201.1920,1598.5750,1907.7780,501.4840,27.5340,0.8170,,1446.7330,A,50.9610,315240
012621,20141231,2014,INDL,C,D,STD,EMRISE CORP,USD,15.0020,11.0410,2.3570,-0.1800,10.8100,1.4850,3.4230,4.199,0.0000,1.5250,0.1940,-1.2790,14.4640,0.0000,5.3470,6.0390,-0.3490,0.0000,9.8140,3.3270,6.8810,0.0000,5.7720,35.6650,11.0410,,0.3840,0.3960,,34.1400,I,0.7799,334419
012625,20141231,2014,INDL,C,D,STD,MARTEN TRANSPORT LTD,USD,110.1850,387.9260,0.1230,29.8340,33.4190,0.7450,24.3730,24.373,3.3390,114.8620,3.2400,23.1080,412.2990,,0.0000,0.0000,-118.6060,0.0000,44.5180,81.9710,645.9720,0.0000,90.0030,672.9290,387.9260,,21.8390,,183.4640,558.0670,A,21.8600,484230
012635,20141231,2014,INDL,C,D,STD,FISERV INC,USD,1486.0000,3295.0000,294.0000,751.0000,240.3000,92.0000,3711.0000,3803,0.0000,1609.0000,21.0000,-1126.0000,7006.0000,,7212.0000,0.0000,-286.0000,0.0000,1486.0000,1306.0000,1054.0000,0.0000,798.0000,5066.0000,3295.0000,,384.0000,164.0000,,3457.0000,A,70.9700,518210
012647,20141231,2014,INDL,C,D,STD,BLACKHEATH RESOURCES INC,CAD,0.8780,0.7260,0.6500,-2.7350,29.2900,0.0000,0.0000,0,0.0000,-2.7150,,2.5530,0.7260,0.0000,0.0000,0.0000,-0.0020,0.0000,0.2870,-2.4830,0.0120,0.0000,0.1730,0.0000,0.7260,,0.0000,0.0000,,2.7150,A,0.2500,212
012658,20140630,2014,INDL,C,D,STD,SED INTERNATIONAL HLDGS INC,USD,40.7570,-5.9010,2.1670,-13.9250,5.1930,0.6660,0.0000,0,0.0000,-8.2860,,-27.8190,-5.9010,,0.0000,15.1490,-0.4420,0.0000,40.1460,27.0520,10.4250,0.0000,16.4740,232.4910,-5.9010,,0.7020,0.2610,,240.7770,A,0.1650,423430
012669,20141231,2014,INDL,C,D,STD,CARMIKE CINEMAS INC,USD,143.1220,288.5450,97.9320,-8.9420,24.4200,9.6670,439.8930,449.56,0.0000,99.0610,7.8000,-16.7020,728.4380,,128.5220,3.7330,-68.6310,0.3950,107.9240,39.0030,939.8810,0.0000,18.6350,689.9290,288.5450,,-1.4070,51.7070,,590.8680,A,26.2700,512131
012673,20141231,2014,INDL,C,D,STD,BARCLAYS PLC,USD,,92793.4730,334567.1480,5369.7370,4124.5000,263032.9720,97957.5800,,2629.5660,14824.0250,132.3000,-4763.7520,200706.9530,,12742.8040,,16598.3590,270845.3390,,-16264.9900,,0.0000,697839.8770,46945.8600,92793.4730,,2198.0560,,17143.5890,32121.8350,A,15.0100,522110
012673,20141231,2014,FS,C,D,STD,BARCLAYS PLC,USD,,92793.4730,,5369.7370,,263032.9720,97957.5800,,2629.5660,,132.3000,,200706.9530,27048.0810,12742.8040,,,270845.3390,,,,0.0000,,46945.8600,92793.4730,,2198.0560,8229.8570,17143.5890,,A,15.0100,522110
012684,20141231,2014,INDL,C,D,STD,HEMACARE CORP,USD,3.7410,2.0120,0.3200,-3.5730,10.7480,0.4350,0.0000,0.016,0.0000,-4.1900,,0.5480,2.0120,0.0000,0.0000,1.5760,-0.1130,0.1070,3.2700,-3.4050,7.1390,0.0000,1.5720,4.8090,2.0120,,0.0450,,,8.9990,A,0.1900,621991
012686,20141231,2014,INDL,C,D,STD,JURA ENERGY CORP,USD,2.3360,31.5500,0.1470,-3.4520,69.0760,13.1370,4.8340,7.686,0.0000,-1.3620,0.0370,5.8350,36.3840,0.0000,0.0450,0.0000,-3.8010,0.0000,19.8190,-2.3160,58.1580,0.0000,2.1360,2.2950,31.5500,,0.0000,1.2130,1.0290,3.6570,A,0.2175,211111
012689,20141130,2014,INDL,C,D,STD,KB HOME,USD,,1595.9100,386.0030,914.8570,91.9550,222.2000,2354.3250,2576.525,8.9820,126.2490,1.5900,501.7180,3950.2350,0.4430,0.0000,3218.3870,-44.7820,27.2350,,-630.6910,26.8310,0.0000,127.2260,2400.9490,1595.9100,0.0000,-823.4000,171.5410,,2274.7000,A,16.5500,236117
012696,20141031,2014,INDL,C,D,STD,ECUADOR GOLD & COPPER CORP,CAD,0.5060,25.1510,0.3490,-0.6710,247.6280,0.2340,0.0000,0,0.0000,-1.1660,,4.5430,26.1050,0.0000,0.4490,0.0000,-3.9830,0.1770,2.7550,-0.6050,28.3020,0.0000,0.0840,0.0000,25.1510,,0.1240,0.0000,,1.1660,A,0.0650,212221
012705,20150331,2014,INDL,C,D,STD,LEVON RESOURCES LTD,CAD,50.1090,102.6220,49.9880,-79.2280,231.5640,0.0000,0.0000,0,0.0000,-83.9780,0.0080,7.0560,102.6220,0.6290,0.0000,0.0000,-12.1010,16.0620,0.3510,-3.4520,50.2120,0.0000,0.0540,0.0000,102.6220,50.0210,-0.6420,0.0000,0.2090,83.9780,A,0.2400,212222
