gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,conm,curcd,act,ceq,che,ci,csho,dlc,dltt,dt,dvt,ebitda,emp,fincf,icapt,idit,intan,invt,ivncf,ivst,lct,oancf,ppegt,pstk,rect,revt,seq,tfva,txt,xint,xlr,xopr,costat,prcc_c,naics
001004,20150531,2014,INDL,C,D,STD,AAR CORP,USD,954.1000,845.1000,54.7000,-0.7000,35.4230,69.0000,85.0000,154,11.9000,83.7000,4.8500,-678.1000,930.1000,0.3000,172.4000,566.7000,689.2000,0.0000,412.0000,-43.0000,693.5000,0.0000,231.1000,1594.3000,845.1000,,-28.5000,26.5000,,1510.6000,A,27.7800,423860
001045,20141231,2014,INDL,C,D,STD,AMERICAN AIRLINES GROUP INC,USD,12112.0000,2021.0000,8077.0000,355.0000,697.4750,1708.0000,16196.0000,17904,148.0000,6585.0000,113.3000,-315.0000,18217.0000,31.0000,6331.0000,1004.0000,-2911.0000,7083.0000,13435.0000,3080.0000,35343.0000,0.0000,1771.0000,42650.0000,2021.0000,7083.0000,330.0000,915.0000,8508.0000,36065.0000,A,53.6300,481111
001050,20141231,2014,INDL,C,D,STD,CECO ENVIRONMENTAL CORP,USD,142.9670,181.2240,19.3620,7.4280,26.2670,8.8870,103.5410,112.428,5.9370,35.6000,0.8530,18.2500,284.7650,,245.7110,47.7870,-37.8120,0.0000,75.3510,16.2630,34.1860,0.0000,58.3940,263.2170,181.2240,,3.1370,3.1380,,227.6170,A,15.5400,333413
001062,20141130,2014,INDL,C,D,STD,ASA GOLD AND PRECIOUS METALS,USD,,221.8000,10.1150,-27.7750,19.2900,0.0000,0.0000,0,0.7720,-1.4580,,,221.8000,0.0000,0.0000,0.0000,,5.1810,,,0.0000,0.0000,0.0990,2.2190,221.8000,218.1270,0.0000,0.0000,,3.6770,A,10.1100,523999
001062,20141130,2014,FS,C,D,STD,ASA GOLD AND PRECIOUS METALS,USD,,221.8000,,,,0.0000,0.0000,,0.7720,,,,221.8000,2.2190,0.0000,0.0000,,0.0000,,,0.0000,0.0000,,-7.0480,221.8000,,0.0000,0.0000,,,A,10.1100,523999
001072,20150331,2014,INDL,C,D,STD,AVX CORP,USD,1744.5520,2131.9630,843.5060,151.0800,168.1900,0.0000,0.0000,0,67.2510,254.9630,10.4000,-68.2580,2131.9630,4.5540,275.6380,535.9120,-204.1090,461.9010,266.3090,197.5890,1467.9370,0.0000,256.4960,1353.2280,2131.9630,9.9150,-7.2720,0.9780,,1098.2650,A,14.0000,334416
001075,20141231,2014,INDL,C,D,STD,PINNACLE WEST CAPITAL CORP,USD,973.4350,4367.4930,7.6040,433.6080,110.5710,530.9700,3031.2150,,256.8030,1228.6000,6.3660,-178.8810,7550.3170,1.0100,,255.9860,-922.6680,0.0000,1559.1430,1099.6270,16965.4300,0.0000,395.1790,3491.6320,4367.4930,745.0000,220.7050,200.9500,,2263.0320,A,68.3100,2211
001076,20141231,2014,INDL,C,D,STD,AARON'S INC,USD,,1223.5210,24.8600,78.2070,72.4880,112.5970,493.4850,606.082,6.2190,1194.2340,12.4000,456.9440,1717.0060,2.9210,828.1410,13.2000,-635.5240,21.3110,,-48.9620,2211.1360,0.0000,231.4780,2725.2390,1223.5210,0.0000,43.4710,19.2150,,1531.0050,A,30.5700,532299
001078,20141231,2014,INDL,C,D,STD,ABBOTT LABORATORIES,USD,15261.0000,21526.0000,4460.0000,-757.0000,1508.0350,4437.0000,3408.0000,3463,1363.0000,4475.0000,77.0000,-2742.0000,25047.0000,77.0000,16265.0000,2643.0000,-202.0000,397.0000,10532.0000,3675.0000,12632.0000,0.0000,3586.0000,20247.0000,21526.0000,373.0000,797.0000,150.0000,,15772.0000,A,45.0200,325412
001084,20141231,2014,INDL,C,D,STD,WORLDS INC,USD,0.0280,-4.6040,0.0280,-0.9830,96.8520,1.1100,0.0000,0,0.0000,-0.8160,0.0010,0.1010,-4.6040,0.0000,0.0000,0.0000,0.0000,0.0000,4.6320,-0.0950,0.0000,0.0000,0.0000,0.0000,-4.6040,,0.0000,0.3590,0.2160,0.8160,A,0.1450,519130
001094,20140630,2014,INDL,C,D,STD,ACETO CORP,USD,276.3540,233.5840,43.6430,31.4700,28.7720,8.3430,97.1580,105.501,6.8470,55.6080,0.2700,70.5330,330.7420,0.2370,154.4710,100.6830,-86.6330,0.7460,118.5230,25.0560,20.7030,0.0000,127.9820,510.1790,233.5840,2.2050,15.6740,2.1000,,454.5710,A,21.7000,424690
001096,20141231,2014,INDL,C,D,STD,MORGUARD CORP,CAD,252.2420,2498.6050,123.1480,208.8960,12.3530,488.6880,3305.2710,3786.712,7.4760,262.1930,,-56.2690,6879.0690,,24.4880,0.0000,-95.1280,0.0000,668.0690,141.1500,,0.0000,111.4710,566.3260,2498.6050,7450.1860,66.6400,110.0560,,304.1330,A,150.0000,531
001097,20141231,2014,INDL,C,D,STD,ACMAT CORP  -CL A,USD,,32.5470,17.7000,1.2350,1.0060,0.0000,8.0550,8.055,0.0000,1.6760,,-1.1920,40.6020,0.0000,1.9200,0.0000,2.7870,11.9070,,-1.2830,6.4590,0.0000,2.3940,5.1020,32.5470,59.0240,0.3500,0.2510,,3.4260,A,21.0000,524126
001104,20141231,2014,INDL,C,D,STD,ACME UNITED CORP,USD,57.5110,39.4280,2.2860,3.8260,3.2910,0.0000,24.1470,24.147,1.1040,9.3940,0.3030,1.3100,63.5750,0.0170,13.9290,33.6710,-15.1930,0.0000,15.3630,4.6490,15.6290,0.0000,19.4770,107.2220,39.4280,,2.0140,0.4900,,97.8280,A,19.9900,332215
001117,20141231,2014,INDL,C,D,STD,RELM WIRELESS CORP,USD,32.4050,33.2330,11.3630,1.6230,13.6650,0.0000,0.0000,0,0.0000,3.7130,0.1010,0.1440,33.2330,0.0010,0.7530,12.1120,-0.6970,0.0000,3.5410,3.9710,6.5840,0.0000,3.2660,30.9710,33.2330,,0.9000,0.0000,,27.2580,A,4.8000,334220
001119,20141231,2014,INDL,C,D,STD,ADAMS DIVERSIFIED EQUITY FD,USD,,,,,93.5090,,,,,,,,,,,,,,,,,,,,,,,,,,A,13.6800,525990
001121,20141231,2014,INDL,C,D,STD,ADAMS RESOURCES & ENERGY INC,USD,250.9450,157.4970,80.1840,6.5230,4.2180,0.0000,0.0000,0,3.7110,31.5680,0.8700,-3.7110,157.4970,0.3010,0.0000,13.4810,-23.9710,0.0000,168.6030,47.1330,217.9510,0.0000,145.4040,4132.8260,157.4970,0.9360,3.5610,0.0020,,4101.2580,A,49.9500,424720
001161,20141231,2014,INDL,C,D,STD,ADVANCED MICRO DEVICES,USD,2736.0000,187.0000,1040.0000,-406.0000,776.0000,177.0000,2035.0000,2212,0.0000,278.0000,9.6870,46.0000,2222.0000,3.0000,604.0000,685.0000,-12.0000,235.0000,1440.0000,-98.0000,1680.0000,0.0000,818.0000,5506.0000,187.0000,675.0000,5.0000,177.0000,,5228.0000,A,2.6700,334413
001166,20141231,2014,INDL,C,D,STD,ASM INTERNATIONAL NV,USD,747.8420,2045.3110,466.8290,336.8620,62.9680,0.0000,0.0000,0,38.5150,134.7670,1.6350,-45.8020,2045.3110,1.9160,19.4390,149.4020,-38.4620,0.0000,163.2520,133.5830,265.5820,0.0000,102.6640,660.2350,2045.3110,,21.2610,2.7980,135.4970,525.4680,A,42.3700,333242
001177,20141231,2014,FS,C,D,STD,AETNA INC,USD,11764.0000,14482.6000,,,,729.3000,7852.0000,,326.5000,,48.8000,,23271.3000,,12561.5000,,,0.0000,15356.5000,,806.8000,0.0000,,58042.7000,14482.6000,,1454.7000,329.3000,,,A,88.8300,524114
001177,20141231,2014,INDL,C,D,STD,AETNA INC,USD,11764.0000,14482.6000,3891.4000,1846.0000,349.8000,729.3000,7852.0000,8081.3,326.5000,4848.7000,48.8000,-1235.0000,22403.8000,0.0000,12561.5000,0.0000,-2129.7000,2471.0000,15356.5000,3372.8000,806.8000,0.0000,4409.7000,58003.2000,14482.6000,21442.0000,1454.7000,329.3000,4543.5000,53154.5000,A,88.8300,524114
001186,20141231,2014,INDL,C,D,STD,AGNICO EAGLE MINES LTD,USD,908.0600,4068.4900,271.7480,90.2040,214.2360,74.3240,1343.5980,1417.922,61.6530,780.2340,6.5990,229.2360,5412.0880,,582.4610,446.6600,-851.6190,94.2110,328.6660,668.3240,8956.9500,0.0000,132.0250,1896.7660,4068.4900,121.0610,106.1680,69.9260,493.3000,1116.5320,A,24.8900,212221
001209,20140930,2014,INDL,C,D,STD,AIR PRODUCTS & CHEMICALS INC,USD,3294.8000,7365.8000,336.6000,766.2000,213.5390,1294.0000,4824.5000,4889.8,641.8000,2560.6000,21.2000,-661.4000,12633.1000,9.4000,1853.1000,861.4000,-1628.2000,0.0000,2963.0000,2187.1000,20223.5000,0.0000,1753.8000,10439.0000,7365.8000,171.7000,366.0000,158.1000,,7878.4000,A,144.2300,325120
001210,20150331,2014,INDL,C,D,STD,AIR T INC,USD,38.6700,29.7950,19.4430,2.3570,2.3730,0.0000,5.0000,5,0.0000,3.4050,0.6000,5.0200,34.7950,,0.0000,7.7900,-2.5860,5.2790,8.2450,7.9720,6.6040,0.0000,10.5470,112.1810,29.7950,5.2790,0.9310,,,108.7760,A,25.5700,492110
001224,20140930,2014,INDL,C,D,STD,ALABAMA GAS CORP,USD,110.4000,849.6000,5.6000,33.0000,1.9720,16.0000,249.8000,,37.4000,96.6000,0.9490,-67.0000,1099.4000,,0.0000,53.1000,-45.4000,0.0000,201.3000,115.0000,1525.1000,0.0000,39.0000,417.2000,849.6000,,19.9000,11.5000,,320.6000,A,,221210
001225,20141231,2014,INDL,C,D,STD,ALABAMA POWER CO,USD,1953.0000,5752.0000,273.0000,797.0000,30.5380,454.0000,6176.0000,,589.0000,2128.0000,6.9350,-164.0000,12613.0000,15.0000,,674.0000,-1567.0000,0.0000,1604.0000,1709.0000,24434.0000,685.0000,608.0000,5942.0000,6437.0000,917.0000,512.0000,255.0000,,3814.0000,A,,2211
001228,20140630,2014,INDL,C,D,STD,ALANCO TECHNOLOGIES INC,USD,2.3940,4.8750,1.7750,-0.5350,4.9630,0.0000,0.0000,0,0.0000,-0.7350,,-0.0260,4.8750,,0.0000,0.0000,1.3150,0.5600,0.3280,-0.7700,4.5350,0.0000,0.4060,0.6490,4.8750,0.5600,0.0000,,,1.3840,A,0.3500,221320
001230,20141231,2014,INDL,C,D,STD,ALASKA AIR GROUP INC,USD,1756.0000,2127.0000,1217.0000,478.0000,131.4810,117.0000,686.0000,803,68.0000,1226.0000,13.9520,-462.0000,2813.0000,21.0000,0.0000,58.0000,-541.0000,1110.0000,1671.0000,1030.0000,6616.0000,0.0000,259.0000,5368.0000,2127.0000,1117.0000,370.0000,48.0000,1252.0000,4142.0000,A,59.7600,481111
001234,20141231,2014,INDL,C,D,STD,ATRION CORP,USD,74.1360,149.5700,23.8590,27.5630,1.9130,0.0000,0.0000,0,5.4640,49.5400,0.4830,-29.1960,149.5700,1.1910,12.2680,28.0220,-9.8110,3.0840,9.9360,31.2230,142.1710,0.0000,16.9620,140.7620,149.5700,21.2350,14.2130,0.0000,,91.2220,A,340.0100,339112
001254,20141231,2014,INDL,C,D,STD,MATSON INC,USD,519.5000,363.8000,293.4000,41.0000,43.2000,21.6000,352.0000,373.6,28.7000,201.5000,1.0560,63.7000,715.8000,0.0000,29.9000,,-50.5000,0.0000,223.5000,165.7000,1798.2000,0.0000,197.6000,1714.2000,363.8000,491.0000,51.9000,17.3000,,1512.7000,A,34.5200,483113
001257,20141231,2014,INDL,C,D,STD,ALEXANDER'S INC,USD,,348.3990,337.4150,80.8600,5.1060,401.4390,631.3410,1032.78,66.4360,,0.0680,-87.8700,979.7400,0.0000,0.0000,0.0000,-81.5200,109.6000,,49.4870,0.0000,0.0000,182.1520,200.8140,348.3990,69.6550,-0.3410,32.0680,,104.1250,A,437.1800,531120
001257,20141231,2014,FS,C,D,STD,ALEXANDER'S INC,USD,,348.3990,,,,401.4390,631.3410,,66.4360,,0.0680,,979.7400,,0.0000,0.0000,,109.6000,,,0.0000,0.0000,,203.2480,348.3990,,-0.3410,32.0680,,,A,437.1800,531120
001262,20141231,2014,INDL,C,D,STD,ALGOMA CENTRAL CORP,CAD,341.7500,607.0990,256.8960,55.9100,38.9120,0.0000,223.7550,223.755,10.7360,101.6350,2.1000,-38.5690,830.8540,0.3200,7.9100,9.8100,-35.7980,0.0000,66.7330,104.8720,1217.0000,0.0000,70.0280,503.6830,607.0990,,8.7000,16.0360,,402.0480,A,16.4000,483113
001266,20140930,2014,INDL,C,D,STD,ALICO INC,USD,112.0720,145.4370,31.0420,8.0500,7.3610,2.2580,32.8390,35.097,1.7610,18.0360,0.1280,-9.9280,178.2760,,0.2400,19.9290,-12.7280,0.2630,15.6960,28.8520,150.4630,0.0000,3.8470,88.6800,145.4370,,3.7330,1.1730,,70.6440,A,50.0300,111310
001274,20141231,2014,FS,C,D,STD,ALLEGHANY CORP,USD,,7473.4280,,,,0.0000,1767.1250,,0.0000,,2.0670,,9249.1690,,245.2820,,,0.0000,,,88.9100,0.0000,,5260.6090,7473.4280,,251.7770,90.0520,,,A,463.5000,524126
001274,20141231,2014,INDL,C,D,STD,ALLEGHANY CORP,USD,,7473.4280,1908.7120,846.7860,16.0540,0.0000,1767.1250,1767.125,0.0000,1173.5100,2.0670,-302.0750,9249.1690,0.0000,245.2820,,51.0350,1303.4530,,372.7790,,0.0000,2272.6440,5204.4090,7473.4280,18153.8000,251.7770,90.0520,,4030.8990,A,463.5000,524126
001300,20141231,2014,INDL,C,D,STD,HONEYWELL INTERNATIONAL INC,USD,22191.0000,17657.0000,6959.0000,2052.0000,782.2000,2637.0000,6046.0000,6985,1478.0000,7353.0000,127.0000,-2272.0000,24049.0000,102.0000,14996.0000,4405.0000,-1876.0000,,14773.0000,5024.0000,14502.0000,0.0000,7960.0000,40306.0000,17657.0000,1582.0000,1489.0000,339.0000,,32953.0000,A,99.9200,334512
001327,20140930,2014,INDL,C,D,STD,SKYWORKS SOLUTIONS INC,USD,1429.2000,2532.4000,805.8000,453.7000,189.2000,0.0000,0.0000,0,41.7000,693.9000,5.5500,-120.6000,2532.4000,0.0000,926.0000,270.8000,-357.1000,0.0000,297.6000,772.4000,1177.1000,0.0000,317.6000,2291.5000,2532.4000,447.5000,107.5000,0.0000,,1597.6000,A,72.7100,334413
001352,20141231,2014,INDL,C,D,STD,ARROW DOW JONES GLBL YLD ETF,USD,,,,,6.2250,,,,,,,,,,,,,,,,,,,,,,,,,,A,23.8700,525910
001356,20141231,2014,INDL,C,D,STD,ALCOA INC,USD,8269.0000,12248.0000,1897.0000,-1095.0000,1216.6640,83.0000,8769.0000,8798,161.0000,3616.0000,59.0000,2250.0000,23563.0000,19.0000,5984.0000,3082.0000,-3460.0000,20.0000,5541.0000,1674.0000,35517.0000,58.0000,2128.0000,23906.0000,12306.0000,,320.0000,516.0000,,20290.0000,A,15.7900,331318
001380,20141231,2014,INDL,C,D,STD,HESS CORP,USD,6687.0000,22205.0000,2444.0000,1302.0000,285.8350,68.0000,5919.0000,5987,303.0000,5279.0000,3.0450,-3835.0000,28239.0000,,1858.0000,527.0000,1.0000,0.0000,4851.0000,4464.0000,46522.0000,0.0000,2073.0000,10737.0000,22205.0000,797.0000,744.0000,399.0000,,5458.0000,A,73.8200,324110
001388,20141231,2014,INDL,C,D,STD,AMERICAN AIRLINES INC,USD,7257.0000,-5572.0000,4725.0000,-1183.0000,0.0010,1230.0000,10004.0000,11234,0.0000,3901.0000,61.6000,368.0000,4432.0000,25.0000,815.0000,625.0000,-1889.0000,3940.0000,11520.0000,1477.0000,27991.0000,0.0000,1445.0000,27141.0000,-5572.0000,3940.0000,319.0000,605.0000,5697.0000,23240.0000,A,,481111
001393,20150331,2014,INDL,C,D,STD,AMERCO,USD,,1884.3590,526.6440,376.2990,19.6080,260.8100,1930.0590,2190.869,19.5940,1001.8890,25.4000,-25.4610,3814.4180,,0.0000,69.4720,-825.2290,84.7940,,808.1900,6047.4930,0.0000,509.3080,3074.5310,1884.3590,1770.6000,204.6770,98.7290,,2072.6420,A,284.2600,532120
001397,20141231,2014,INDL,C,D,STD,AMERICAN BILTRITE INC,USD,69.3670,32.3190,2.7440,,0.0320,6.0070,5.9900,7.529,0.0000,9.3900,,1.5300,39.2530,,0.0000,39.0880,-3.4280,2.4990,33.9040,0.3210,,0.0000,20.9240,205.5850,32.3190,,0.5170,0.7230,,196.1950,A,425.0000,322220
001410,20141031,2014,INDL,C,D,STD,ABM INDUSTRIES INC,USD,927.2000,968.8000,36.7000,74.5000,55.6910,0.0000,319.8000,319.8,34.6000,194.5000,118.0000,-34.6000,1288.6000,0.0000,1033.4000,0.0000,-82.0000,0.0000,526.4000,120.7000,222.0000,0.0000,748.2000,5032.8000,968.8000,18.4000,48.8000,10.7000,,4838.3000,A,28.6500,561720
001414,20141231,2014,FS,C,D,STD,PRIMERICA INC,USD,,1245.1260,,,,0.0000,594.5320,,26.5120,,2.5790,,1965.1110,,61.7200,,,0.0000,,,91.6290,0.0000,,1344.8960,1245.1260,,95.8880,34.5700,,,A,54.2600,524113
001414,20141231,2014,INDL,C,D,STD,PRIMERICA INC,USD,,1245.1260,289.6010,168.9330,52.1690,0.0000,594.5320,594.532,26.5120,320.6920,2.5790,-175.8830,1839.6580,0.0000,61.7200,7.7110,-15.6450,97.0850,,237.6440,91.6290,0.0000,4342.6890,1340.0300,1245.1260,4260.5240,95.8880,34.5700,,1019.3380,A,54.2600,524113
001417,20140630,2014,INDL,C,D,STD,INVESCO BOND FUND,USD,,,,,11.3770,,,,,,,,,,,,,,,,,,,,,,,,,,A,18.4000,525990
001439,20141231,2014,INDL,C,D,STD,US ECOLOGY INC,USD,179.2100,251.3370,22.9710,32.3350,21.6310,3.8280,390.8250,394.653,15.5320,114.0720,1.8000,366.7930,642.1620,0.1070,495.8390,0.0000,-488.4900,0.0000,99.8600,71.3690,355.4810,0.0000,141.4420,447.4110,251.3370,5.7290,22.8140,10.6770,,333.3390,A,40.1200,562211
001440,20141231,2014,INDL,C,D,STD,AMERICAN ELECTRIC POWER CO,USD,4478.0000,16820.0000,549.0000,1650.0000,489.4020,3960.0000,16622.0000,,998.0000,5216.0000,18.5290,-162.0000,33446.0000,40.0000,96.0000,1325.0000,-4406.0000,386.0000,7967.0000,4613.0000,64305.0000,0.0000,1926.0000,17020.0000,16820.0000,3117.0000,942.0000,929.0000,,11804.0000,A,60.7200,2211
001447,20141231,2014,FS,C,D,STD,AMERICAN EXPRESS CO,USD,,20673.0000,,,,15559.0000,45876.0000,,1055.0000,,54.0000,,66549.0000,7179.0000,3878.0000,0.0000,,384.0000,,,10208.0000,0.0000,,35280.0000,20673.0000,,3106.0000,1707.0000,6095.0000,,A,93.0400,522210
001447,20141231,2014,INDL,C,D,STD,AMERICAN EXPRESS CO,USD,,20673.0000,22849.0000,5392.0000,1023.0000,15559.0000,45876.0000,57955,1055.0000,9975.0000,54.0000,11.0000,66549.0000,0.0000,3878.0000,0.0000,-7967.0000,561.0000,,10990.0000,10208.0000,0.0000,117104.0000,35280.0000,20673.0000,5422.0000,3106.0000,802.0000,6095.0000,25305.0000,A,93.0400,522210
001448,20141231,2014,INDL,C,D,STD,AMERICAN EXPRESS CREDIT CORP,USD,,2389.0000,74.0000,44.0000,1.5000,10330.0000,19055.0000,24282,342.0000,727.0000,0.0080,4179.0000,21444.0000,0.0000,0.0000,0.0000,-4335.0000,0.0000,,151.0000,0.0000,0.0000,32320.0000,929.0000,2389.0000,349.0000,-35.0000,502.0000,,202.0000,A,,522320
001449,20141231,2014,FS,C,D,STD,AFLAC INC,USD,,18347.0000,,,,428.0000,4854.0000,,680.0000,,9.5250,,27551.0000,,0.0000,,,0.0000,,,866.0000,0.0000,,22808.0000,18347.0000,,1540.0000,317.0000,,,A,61.0900,524114
001449,20141231,2014,INDL,C,D,STD,AFLAC INC,USD,,18347.0000,5422.0000,5493.0000,442.4450,428.0000,4854.0000,5282,680.0000,4855.0000,9.5250,-147.0000,23201.0000,0.0000,0.0000,0.0000,-4241.0000,764.0000,,6550.0000,866.0000,0.0000,2442.0000,22728.0000,18347.0000,73901.0000,1540.0000,317.0000,,17873.0000,A,61.0900,524114
001487,20141231,2014,FS,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,,106898.0000,,,,2018.0000,29199.0000,,712.0000,,65.0000,,136630.0000,,,0.0000,,11243.0000,,,2700.0000,0.0000,,64116.0000,106898.0000,,2927.0000,1718.0000,,,A,56.0100,524126
001487,20141231,2014,INDL,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,,106898.0000,25001.0000,11781.0000,1375.9270,2018.0000,29199.0000,31217,712.0000,15350.0000,65.0000,-19788.0000,136471.0000,0.0000,1454.0000,0.0000,14284.0000,23243.0000,,5095.0000,,0.0000,61692.0000,63004.0000,106898.0000,377739.0000,2927.0000,1718.0000,,47654.0000,A,56.0100,524126
001507,20141231,2014,INDL,C,D,STD,MARKET VECTORS EMERG MKT HI,USD,,,,,17.0000,,,,,,,,,,,,,,,,,,,,,,,,,,A,22.9700,525910
001526,20141231,2014,INDL,C,D,STD,AMERICAN NATIONAL INSURANCE,USD,,4432.1300,1945.2300,325.7540,26.8720,0.0000,108.1770,108.177,82.8050,367.1600,3.1380,-619.9440,4552.6910,0.0000,0.0000,0.0000,154.6680,1735.7750,,556.7850,,0.0000,4669.4180,3050.5900,4432.1300,20738.5850,92.0310,,,2683.4300,A,114.2600,524113
001526,20141231,2014,FS,C,D,STD,AMERICAN NATIONAL INSURANCE,USD,,4432.1300,,,,0.0000,108.1770,,82.8050,,3.1380,,4842.8030,,0.0000,,,0.0000,,,110.7940,0.0000,,3050.5900,4432.1300,,92.0310,,,,A,114.2600,524113
001545,20141231,2014,INDL,C,D,STD,AMERICAN REALTY INVESTORS,USD,,121.2140,61.5650,40.1730,14.0280,109.8410,545.6430,655.484,2.0430,34.4480,0.0000,-4.6550,725.2310,,0.0000,0.0000,38.4850,49.2660,,-37.9680,831.5400,3.1260,155.7800,99.4660,124.3400,,-20.4130,40.8260,,65.0180,A,5.4600,531110
001545,20141231,2014,FS,C,D,STD,AMERICAN REALTY INVESTORS,USD,,121.2140,,,,109.8410,545.6430,,2.0430,,0.0000,,725.2310,20.0540,0.0000,19.0260,,49.2660,,,0.0000,3.1260,,101.6970,124.3400,,-20.4130,40.8260,0.0000,,A,5.4600,531110
001554,20150331,2014,INDL,C,D,STD,AMERICAN SCIENCE ENGINEERING,USD,177.7030,150.4070,99.5610,0.9550,7.1930,0.0000,0.0000,0,15.6070,5.7300,0.3110,-42.8520,150.4070,,0.0000,42.8310,60.6800,30.7260,41.1750,-11.1360,49.6690,0.0000,22.1240,126.7500,150.4070,76.3170,0.0680,0.0180,,121.0200,A,51.9000,334517
001559,20141231,2014,INDL,C,D,STD,AMERICAN SHARED HSPTL SERV,USD,14.2470,21.4260,10.1090,0.2170,5.3610,14.8880,20.7760,35.664,0.0000,7.8200,0.0090,-3.1630,46.9300,,0.0000,0.0000,-4.4520,9.0500,16.2510,6.7730,96.6080,0.0000,3.3230,15.4170,21.4260,10.4390,0.1290,2.0700,,7.5970,A,2.8100,621999
001562,20150430,2014,INDL,C,D,STD,AMERICAN SOFTWARE  -CL A,USD,85.5900,92.9260,62.2390,8.1280,28.5850,0.0000,0.0000,0,11.3370,15.4580,0.4020,-9.4880,92.9260,1.2290,31.3120,0.0000,-11.6840,17.5840,39.2500,10.0240,35.1800,0.0000,19.6030,102.8730,92.9260,73.6450,2.2740,0.0000,,87.4150,A,9.1100,511210
001585,20141231,2014,INDL,C,D,STD,AMERICAN VANGUARD CORP,USD,287.0490,261.6370,4.8850,3.1440,29.0990,0.0710,99.4550,99.526,4.8230,22.0880,0.3820,41.1560,360.4580,0.0190,100.2110,165.6310,-7.6800,0.0000,81.2450,-34.0950,133.2410,0.0000,94.3870,298.6340,261.6370,,-0.4510,3.1720,,276.5460,A,11.6200,325320
001598,20141231,2014,INDL,C,D,STD,AMETEK INC,USD,1578.6040,3239.5610,377.6150,382.8050,241.3350,286.2010,1427.8250,1625.926,80.5510,1037.1700,15.4000,24.1390,4667.3860,,4239.5910,495.8960,-641.6330,0.0000,936.1440,725.9620,1113.2560,0.0000,585.4620,4021.9640,3239.5610,9.2190,220.3720,79.9280,,2984.7940,A,52.6300,334513
001602,20141231,2014,INDL,C,D,STD,AMGEN INC,USD,34713.0000,25778.0000,27026.0000,5311.0000,760.4000,500.0000,30215.0000,30715,1995.0000,9016.0000,17.9000,-2877.0000,55993.0000,,27481.0000,2647.0000,-5752.0000,23295.0000,7008.0000,8555.0000,12256.0000,0.0000,2568.0000,20063.0000,25778.0000,27170.0000,427.0000,1089.0000,,11047.0000,A,159.2900,325414
001613,20141231,2014,INDL,C,D,STD,AMPCO-PITTSBURGH CORP,USD,232.2560,205.1480,97.0980,-24.0750,10.4260,13.3110,0.0000,13.311,7.4990,16.8810,1.0760,-6.8480,205.1480,,0.0000,54.7130,-13.2190,0.0000,81.4900,19.9750,320.3150,0.0000,71.8630,272.8580,205.1480,4.8430,-0.7660,0.2360,,255.9770,A,19.2500,332111
001618,20150430,2014,INDL,C,D,STD,AMREP CORP,USD,,93.3210,12.0500,9.6620,8.0560,0.1280,17.9620,18.09,0.0000,-1.5190,0.5700,-4.3560,111.2830,,6.2290,66.3210,-1.1270,0.0000,,9.9620,39.0980,0.0000,11.2650,49.7900,93.3210,,-2.1320,1.6150,,51.3090,A,3.8400,561990
001618,20150430,2014,FS,C,D,STD,AMREP CORP,USD,,93.3210,,,,0.1280,17.9620,,0.0000,,0.5700,,111.2830,,6.2290,66.3210,,0.0000,,,39.0980,0.0000,,49.7900,93.3210,,-2.1320,1.6150,,,A,3.8400,561990
001632,20141031,2014,INDL,C,D,STD,ANALOG DEVICES,USD,3811.8860,4757.8970,2866.4680,541.3400,311.2050,0.0000,872.7890,872.789,454.2250,1053.0000,9.6000,-576.6100,5630.6860,12.1730,2313.8400,367.9270,-114.7510,2297.2350,709.0560,871.6020,2478.3480,0.0000,396.6050,2864.7730,4757.8970,2768.3190,100.0250,34.7840,,1811.7730,A,55.5200,334413
001633,20140731,2014,INDL,C,D,STD,ANALOGIC CORP,USD,373.7740,512.5800,114.5400,33.1370,12.3730,0.0000,0.0000,0,5.0290,55.5280,1.7000,-18.2400,512.5800,0.2530,114.3210,124.7770,-28.5330,0.0000,84.5130,47.9310,238.8650,0.0000,115.7530,517.5480,512.5800,3.6000,-5.4420,0.0000,,462.0200,A,84.6100,334510
001650,20141231,2014,INDL,C,D,STD,ANDREA ELECTRONICS CORP,USD,4.4860,-0.6590,3.5750,-2.8930,63.7210,0.0000,0.9090,0.909,0.0000,-2.5620,0.0150,0.9000,0.2590,0.0000,0.3740,0.5550,-0.0970,0.0000,1.2310,1.7710,0.7100,0.0090,0.2950,2.7870,-0.6500,,0.2150,0.0000,,5.3490,A,0.0769,334220
001659,20141231,2014,INDL,C,D,STD,ANDERSONS INC,USD,1254.4470,803.1030,115.1330,89.2310,28.9630,78.5810,298.6380,375.053,13.4360,141.7580,3.3450,-94.5720,1122.6870,,96.7760,795.6550,-89.7380,0.4290,1027.7060,-10.0710,1173.8290,0.0000,183.0590,4540.0710,803.1030,97.7350,61.5010,21.7600,,4398.3130,A,53.1400,424510
001661,20141231,2014,INDL,C,D,STD,NABORS INDUSTRIES LTD,USD,2741.8740,4908.6190,536.1690,-809.2770,289.4080,6.1900,4348.8590,4355.049,61.1290,1749.3990,29.0000,69.8480,9267.6480,6.2670,173.9280,230.0670,-1716.9090,35.0200,1567.4750,1781.9110,15427.1150,0.0000,1517.5030,6804.1970,4908.6190,35.0200,62.6660,202.3480,,5054.7980,A,12.9800,213111
